vve;woningen;postcode;huisnummer;wijk;stadsdeel;lat;lon;aantal_postcodes
Vereniging van Eigenaars Brandtstraat 8 t/m 66 (even) te s-gravenhage;30;2572CE;8;Transvaalkwartier;Centrum;52.06821548841566;4.2909071752500365;2
Vereniging van Eigenaars Kritzingerstraat 17 tot en met 67b te s Gravenhage;30;2572XK;39;Transvaalkwartier;Centrum;52.06743271804564;4.291320515476959;2
Vereniging Van Eigenaars Winkel-Woningcomplex Rijswijkseweg/Boerhaavestraat Te 'S-Gravenhage;30;2516EK;142;Laakkwartier en Spoorwijk;Laak;52.070009995266155;4.326594272039293;2
Vve Won.Berckheydestr.4t/M34(Even),38t/M60(Even), P.Lastmanstr.99,101,105,107 Hoefkade 367,371,375 Stallingsgarage P.Lastmanstr.103 S Gravenhage;30;2526LX;4;Schildersbuurt;Centrum;52.066221906665575;4.308430527665982;2
Vereniging Van Eigenaars 'S-Gravenzandelaan 1 Tot En Met 49 (Oneven Nummers), Jacobastraat 1, 1a, 1b En 1c En Zoutkeetsingel 117 En 117a Gevestigd Te 'S-Gravenhage;30;2512JH;3;Schildersbuurt;Centrum;52.07227151174448;4.299161148537321;4
Vereniging van Eigenaars Ambachtsgaarde;30;2542EX;204;Bouwlust/Vrederust;Escamp;52.03552991753115;4.2659948484412515;1
Vereniging Van Eigenaars Westduinweg Van Bergenstraat Koppelstokstraat Te 'S-Gravenhage;30;2583AD;134;Scheveningen;Scheveningen;52.096316160656855;4.269791093400678;3
Vereniging Van Eigenaars Driebergenstraat 223/281 (Oneven) Te 'S-Gravenhage;30;2546BG;233;Leyenburg;Escamp;52.05841943140366;4.2739757270387;3
Vereniging Van Eigenaars Driebergenstraat 307 T/M 371 (Oneven Nummers) En Vreeswijkstraat 527 T/M 537(Oneven Nummers) Te 'S-Gravenhage;30;2546BJ;309;Leyenburg;Escamp;52.05735931897547;4.2741793072548075;3
Vereniging Van Eigenaars Nieuwendamlaan 11 Tot En Met 69 (Oneven Nummers) En 73 Tot En Met 91 ( Oneven Nummers) Te 'S-Gravenhage;30;2547JH;11;Leyenburg;Escamp;52.06273081031456;4.263531602029087;2
Vereniging Van Eigenaars Jan Palachstraat 1/Steve Bikostraat 2/Salvador Allendestraat 34/Albert Schweitzerlaan 169 Te S Gravenhage;30;2552PG;169;Loosduinen;Loosduinen;52.0597135013198;4.258420422485464;2
Vereniging Van Eigenaars Mararethaland Iii Te 'S-Gravenhage;30;2591VB;297;Mariahoeve en Marlot;Haagse Hout;52.09264724070379;4.369083871840502;1
Vereniging Van Eigenaars Margarethaland Ite 'S-Gravenhage;30;2591TZ;167;Mariahoeve en Marlot;Haagse Hout;52.09191298811561;4.367450833692347;1
Vereniging Van Eigenaren Cornelis Van Der Lijnstraat 1/17(Onevennrs.) En Bezuidenhoutseweg 389/405 (Oneven Nrs.) Te 'S-Gravenhage;30;2593NC;1;Bezuidenhout;Haagse Hout;52.0905418073948;4.342114694922896;3
Vereniging Van Eigenaars A. Petersweg 1 Tot En Met 29 (Oneven Nummers) En Margaretha Van Hennebergweg 25 Tot En Met 31-A (Onevennummers) Te S Gravenhage;29;2552JZ;1;Loosduinen;Loosduinen;52.049203586494855;4.238247451517141;3
Vereniging Van Eigenaars Van Het Gebouw Gerrit Van Der Veenlaan 175 Tot En Met 237 (Oneven Nummers) Te 'S-Gravenhage;29;2552WJ;191;Loosduinen;Loosduinen;52.05549952775636;4.247775138679185;2
Vereniging van Eigenaars Louis Couperusplein 35/64 te 's-Gravenhage;29;2514HR;41;Centrum;Centrum;52.08471570958411;4.310076369576676;3
Vereniging Van Eigenaars Klaverflat Hengelolaan Te 'S-Gravenhage;29;2545KH;77;Morgenstond;Escamp;52.0504156595739;4.271473664290424;1
Vereniging van eigenaars gebouw Willemstraat hoek Kazernestraat te 's-Gravenhage;29;2514HN;32;Centrum;Centrum;52.08329714770125;4.309810165097152;3
Vereniging Van Eigenaars Van Gebouw Rijswijkseweg/Goudriaankade Te 'S-Gravenhage;29;2516ED;31;Laakkwartier en Spoorwijk;Laak;52.06918384803018;4.326607933577401;1
Vereniging Van Eigenaars 2e Van Blankenburgstraat 109 En Hollanderstraat 16 Te 'S-Gravenhage;29;2517HK;16D;Duinoord;Scheveningen;52.084232916914445;4.282651679382803;2
Vereniging van Eigenaars Koningin Marialaan 21a tot en met 23d (oneven nummers, exclusief huisnummertoevoeging i en o) te 2595 GA 's-Gravenhage;29;2595GA;21B;Bezuidenhout;Haagse Hout;52.083496966380366;4.334231937161881;1
Vereniging van Eigenaars Juliana van Stolberglaan 108c tot en met 110e (even nummers, exclusief huisnummertoevoeging i en o) te 2595 CL s-Gravenhage;29;2595CL;108E;Bezuidenhout;Haagse Hout;52.08289935533317;4.334104439689561;1
Vereniging van Eigenaars Hertzogstraat 25a tot en met 55a en Scheepersstraat 77 te 's-Gravenhage;29;2572VS;27A;Transvaalkwartier;Centrum;52.06745005928164;4.29217330323502;3
Vereniging van Eigenaren van der Duynstraat 34 tot en met 98 te 's-Gravenhage;29;2515NK;30;Stationsbuurt;Centrum;52.073070077617075;4.3181990416975635;2
Vereniging Van Eigenaars Flatgebouw Vernieuwde Uitleg Te S Gravenhage;29;2514BP;6D;Centrum;Centrum;52.08353734491761;4.3156420523452415;1
Vereniging Van Eigenaars Voormalige Oranjekerk Te S Gravenhage;29;2523EC;26;Laakkwartier en Spoorwijk;Laak;52.055776420132894;4.314681278120402;1
"""Vereniging Van Eigenaars Hunzehof Hengelolaan Ii""";29;2545KB;468;Morgenstond;Escamp;52.047788805032305;4.2700724953149685;2
Vereniging van Eigenaren Landouwen I te 's-Gravenhage;29;2492KE;311;Leidschenveen;Leidschenveen-Ypenburg;52.07226994183232;4.40248328908952;1
vereniging van eigenaren landouwen ii te 's-gravenhage;29;2492KD;247;Leidschenveen;Leidschenveen-Ypenburg;52.07189562622217;4.4031575528297795;1
vereniging van eigenaren landouwen iii te 's-gravenhage;29;2492KC;183;Leidschenveen;Leidschenveen-Ypenburg;52.071423700406484;4.40369949545525;1
Vereniging van Eigenaren Landouwen IV te 's-Gravenhage;29;2492KB;119;Leidschenveen;Leidschenveen-Ypenburg;52.07103179920381;4.404399983417834;1
Vereniging van Eigenaren Landouwen V te 's-Gravenhage;29;2492KA;55;Leidschenveen;Leidschenveen-Ypenburg;52.07056814351216;4.404934048596132;1
Vereniging van Eigenaars Werf07 te Den Haag;29;2583DX;220;Scheveningen;Scheveningen;52.09544713495783;4.2625427816621455;1
Vereniging van Eigenaars Loosdrechtsestraat 54/112;29;2574PP;78;Rustenburg en Oostbroek;Escamp;52.06411822110117;4.273732981314976;2
Vereniging Van Eigenaars Flat Castricumplein I Te 'S-Gravenhage;29;2547HZ;2;Leyenburg;Escamp;52.05998821730462;4.266418861088252;2
Vereniging Van Eigenaars Flatgebouw Soestdijksekade 223 Tot En Met 271 (Oneven) Te 'S-Gravenhage;29;2574AH;223;Leyenburg;Escamp;52.06423953142734;4.2716444696957625;2
"Vereniging Van Eigenaars ""'S-Gravenhoek"" Laan Van Eik En Duinen 5 T/M 65 (Oneven) Te 'S-Gravenhage";29;2564GL;7;Vruchtenbuurt;Segbroek;52.06594724163898;4.2666684823557075;1
Vereniging van Eigenaars Verwoldestraat 64 tot en met 120 (even nummers) te 's-Gravenhage;29;2531HR;64;Moerwijk;Escamp;52.04959438965237;4.304471283538314;1
Vereniging van Eigenaars Hackfortstraat 62 tot en met 118 (even nummers) te 's-Gravenhage;29;2531JK;62;Moerwijk;Escamp;52.04928203911729;4.3036386277267935;1
Vereniging Van Eigenaars Kaapseplein Te S Gravenhage;28;2572NJ;170;Transvaalkwartier;Centrum;52.0623152168346;4.296807319494986;2
Vereniging Van Eigenaars Nunspeetlaan 437 483 Uddelstraat 2 12 Te S Gravenhage;28;2573GJ;439;Rustenburg en Oostbroek;Escamp;52.06271624905549;4.288001169072105;3
Vereniging Van Eigenaars Aronskelkweg 2/36 Te 'S-Gravenhage;28;2555GJ;16;Bohemen en Meer en Bos;Loosduinen;52.06785721464489;4.241141998211535;3
Vereniging Van Eigenaars Steenwijklaan 280 Tot En Met 340(Even Nummers)Te 'S-Gravenhage;28;2541RT;280;Morgenstond;Escamp;52.04271530978538;4.279814478472138;1
"""Vereniging Van Eigenaars Gebouw Tussenstrook Ii Te 'S-Gravenha-Ge, Gelegen Aan De Elandstraat, De Da Costastraat En De Witte Dewithstraat""";28;2513HX;309;Zeeheldenkwartier;Centrum;52.07983599240003;4.294497779570191;1
Vereniging van eigenaars Nieuwe Duinweg 26 tot en met 82 (even nummers) te ‘s-Gravenhage.;28;2587AD;26;Scheveningen;Scheveningen;52.107957514696615;4.289255485483277;1
Vereniging Van Eigenaren Cees Laseurlaan/Hoek Theo Mann Bouwmeesterlaan Te 'S-Gravenhage;28;2597GH;291;Benoordenhout;Haagse Hout;52.10593011615597;4.32762174299509;2
"""Vereniging van Eigenaars Edison-Energiekwartier Blok D ondersplitsing woningen 2 te 's-Gravenhage";28;2518LB;44B;Regentessekwartier;Segbroek;52.074285708444656;4.2938283504552865;1
Vereniging Van Eigenaars Marlot Iv Kornalijnhorst 82 T/M 148 Te 'S-Gravenhage;28;2592HZ;86;Mariahoeve en Marlot;Haagse Hout;52.095813766653144;4.360754142344068;1
Vereniging van Eigenaars Rigolettostraat 5/103 te 's-Gravenhage;28;2555VM;5;Waldeck;Loosduinen;52.06508106459029;4.2430689235298935;2
Vereniging Van Eigenaars Kapelaan Meereboerweg Toren Vi Te 7s-Gravenhage;28;2552CR;24;Loosduinen;Loosduinen;52.0527313700176;4.2402113843349145;1
Vereniging Van Eigenaars Kapelaan Meereboerweg Toren V;28;2552CM;7;Loosduinen;Loosduinen;52.052394837439586;4.240418284570558;1
Vereniging van Eigenaars Kapelaan Meereboerweg, Toren IV, te 's-Gravenhage;28;2552CN;71;Loosduinen;Loosduinen;52.051983349842345;4.240749268580522;1
Vereniging Van Eigenaars Kapelaan Meereboerweg Toren I Te 'S-Gravenhage;28;2552CS;88;Loosduinen;Loosduinen;52.052956092089346;4.241158838660544;1
Vereniging Van Eigenaars Kapelaan Meereboerweg Toren Ii Te 'S-Gravenhage;28;2552CV;8;Loosduinen;Loosduinen;52.05261778757408;4.2413741035330705;1
Vereniging Van Eigenaars Kapelaan Meereboerweg Toren Iii Te 7s-Gravenhage;28;2552CW;72;Loosduinen;Loosduinen;52.052280916141676;4.241583335968689;1
Vereniging van Eigenaren Tannhäuserstraat 4/52 te 's-Gravenhage;28;2555JR;30;Waldeck;Loosduinen;52.06316551574853;4.237148344285973;2
Vereniging Van Eigenaars Tannhauserstraat 5 T/M 57 Te 'S-Gravenhage;28;2555JM;3;Waldeck;Loosduinen;52.06349005941066;4.237764588478648;2
Vereniging Van Eigenaars Van Het Flatgebouw Rigolettostraat 10 T/M 66(Even Nummers)Te 'S-Gravenhage;28;2555VT;40;Waldeck;Loosduinen;52.064968252432664;4.24356948512739;2
Vereniging van eigenaars van het flatgebouw Rigolettostraat 130 tot en met 186 (even nummers) te Den Haag;28;2555VV;130;Waldeck;Loosduinen;52.064471368710464;4.243852035632254;2
Vereniging Van Eigenaars Saffierhorst 126 T/M 214 (Even Nrs) Te 'S-Gravenhage;28;2592GN;160;Mariahoeve en Marlot;Haagse Hout;52.09557209258063;4.356182217120138;1
Vereniging Van Eigenaars Frans Halsstraat 63-A Tot En Met 71-B (Oneven Nummers) En Van Der Helststraat 90 Tot En Met 118 (Even Nummers) Te Den Haag;28;2525VV;65B;Schildersbuurt;Centrum;52.064665112332676;4.309207575473587;2
Vereniging Van Eigenaars Embassy Gardens;28;2517JN;14D;Zorgvliet;Scheveningen;52.087203974815324;4.283553988254961;1
Vereniging van Eigenaars Vondelstraat nummers 49 tot en met 107 (oneven) te 's-Gravenhage;28;2513EP;51;Zeeheldenkwartier;Centrum;52.080511400715565;4.300333218389354;2
Vereniging Van Eigenaren Laan Van Clingendael 100 T/M 162 En Breitnerlaan 376 T/M 398 Te 'S-Gravenhage;28;2597CG;100;Benoordenhout;Haagse Hout;52.09590072241129;4.333154192683459;2
Vereniging Van Eigenaars Van Brakelstraat 2 a t/m h, Witte De Withstraat 31 Tot En Met 45 (Oneven) En Tasman-Straat 3,5 a t/m c,7a t/m e,9a,11a,13a Te 'S-Gravenhage;28;2518VJ;5C;Zeeheldenkwartier;Centrum;52.08014849612753;4.294085046505433;3
Vereniging Van Eigenaars Charlotte De Bourbonstraat 2-64 (Even) Te S Gravenhage;28;2595VM;2;Bezuidenhout;Haagse Hout;52.07879201890559;4.332542085047165;1
Vereniging van Eigenaars Juliana van Stolberglaan 106 tot en met 108b (even nummers, exclusief huisnummertoevoeging i en o) te 2595 CL s-Gravenhage;28;2595CL;106B;Bezuidenhout;Haagse Hout;52.08272685790073;4.333612237924038;1
Vereniging Van Eigenaars Ondersplitsing Hobbemastraat/Rubensstraat (Complex 102 Ge Deeltelijk) Te Den Haag;28;2526PK;98;Schildersbuurt;Centrum;52.07017826214443;4.304366741207005;2
Vereniging van Eigenaars Van Ostadestraat 190B tot en met 214A (even nummers) te 's-Gravenhage;28;2526GJ;192;Schildersbuurt;Centrum;52.06716547441705;4.30853958351833;1
Vereniging Van Eigenaars Hobbemastraat Winkelruimte En Woningen Blok 2a;28;2525CN;97;Schildersbuurt;Centrum;52.0684915346297;4.30039898442079;3
Vereniging Van Eigenaars Steenwijklaan 344 Tot En Met 406(Even Nummers)Te 'S-Gravenhage;28;2541RV;344;Morgenstond;Escamp;52.04229889625266;4.279154442901877;1
Vereniging van Eigenaars Ootmarsumstraat 23 tot en met 81 (oneven nummers) te 's-Gravenhage;28;2541CD;23;Morgenstond;Escamp;52.04679909597646;4.28430073082776;1
Vereniging Van Eigenaars Duindorpbrug, Kranenburgweg Te 'S-Gravenhage;28;2581XS;93K;Geuzen- en Statenkwartier;Scheveningen;52.091899391738615;4.265931055000731;1
Vereniging Van Eigenaars Thorbeckelaan 65 T/M 119a(Oneven Nummers)Te 'S-Gravenhage;28;2564BH;81;Vruchtenbuurt;Segbroek;52.06368227045073;4.258359238577727;2
Vereniging van Eigenaars Viola te 's-Gravenhage;28;2492JB;125;Leidschenveen;Leidschenveen-Ypenburg;52.06406148609133;4.403607411828439;1
Vereniging Van Eigenaars Soesterbergstraat 125 Tot En Met 199(Oneven);28;2546XR;145;Leyenburg;Escamp;52.06062130859376;4.279469379808249;2
Vereniging van Eigenaars Hengelolaan 541 tot en met 553 (oneven nummers) en Hengelolaan 579 tot en met 633 (oneven nummers) te 's-Gravenhage;28;2544GB;581;Bouwlust/Vrederust;Escamp;52.04526883174187;4.263256538473811;2
Vereniging Van Eigenaren Van Reesstraat 46 T/M 98 (Even Nrs) Te 'S-Gravenhage;27;2593PS;56;Bezuidenhout;Haagse Hout;52.084930278233564;4.3459490717794;2
Vereniging van Eigenaars Burgersdijkstraat 25 tot en met 75 (oneven) te 's-Gravenhage;27;2522WD;49;Laakkwartier en Spoorwijk;Laak;52.05997109098211;4.3217609311049605;2
Vereniging van Eigenaars Mgr. Nolenslaan te 's-Gravenhage;27;2555XZ;12H;Waldeck;Loosduinen;52.06406313595717;4.249418924267323;1
Vereniging Van Eigenaars Fase 3 Van Gebouw Hooftskade 1/Hoek Koningstraat 1 Te 'S-Gravenhage;27;2526KA;29;Schildersbuurt;Centrum;52.071057904665814;4.311082170677715;1
Vereniging van Eigenaars De Genestetlaan 316, 318 en 322 te 's-Gravenhage;27;2522LX;316;Laakkwartier en Spoorwijk;Laak;52.056144744402175;4.324057845973172;2
Vereniging Van Eigenaars Van Het Gebouw Van Kantoren Met Bergingen En Parkeerplaatsen Aan De Koninginnegracht En De Laan Van Roos En Doorn Te 'S-Gravenhage;27;2514BC;21C;Willemspark;Centrum;52.08584533605626;4.313896263874892;1
Vereniging van Eigenaars Haagse Grandeur II te 's Gravenhage;27;2562AL;32;Valkenboskwartier;Segbroek;52.07154956184318;4.283189747899265;3
Vereniging Van Eigenaars Kornalijnhorst 418/480 Te 'S-Gravenhage;27;2592JG;420;Mariahoeve en Marlot;Haagse Hout;52.09454363640989;4.361784784845569;2
Vereniging Van Eigenaars Centrumplan Ypenburg Blok B Te 'S-Gravenhage;27;2496SC;12;Ypenburg;Leidschenveen-Ypenburg;52.04121306855249;4.368644198441275;3
Vereniging Van Eigenaars Paganinistraat 42 T/M 102 Te 'S-Gravenhage;27;2551MD;62;Waldeck;Loosduinen;52.06314737814507;4.244308924101958;2
Vereniging van Eigenaars Marlot III (Kornalijnhorst 2 tot en met 68) te 's-Gravenhage;27;2592HX;6;Mariahoeve en Marlot;Haagse Hout;52.09622990813546;4.36038406461297;1
Vereniging Van Eigenaars De Wildernisse I Te 'S-Gravenhage;27;2517LA;7;Zorgvliet;Scheveningen;52.09461938588814;4.286928395931986;1
Vereniging Van Eigenaars Jan Van Nassaustraat 45, 45a tm 45h, 45k tm 45n, 47, 47a tm 47h, 47k tm 47n en 47p te s-Gravenhage;27;2596BN;45;Benoordenhout;Haagse Hout;52.088530952745074;4.318209463550577;1
Vereniging van Eigenaars Breitnerlaan 231 tot en met 311 (oneven nummers) en Pieter Meinerstraat 39 tot en met 77 (oneven nummers) te 's-Gravenhage;27;2596GZ;233;Benoordenhout;Haagse Hout;52.09482995490033;4.331258306589863;2
Vereniging van Eigenaars De Bouwmeester aan de Else Mauhslaan te Den Haag;27;2597HH;10;Benoordenhout;Haagse Hout;52.105879620785885;4.3228927210712005;1
Vereniging van Eigenaars Woningen Gebouw B Julia's Park aan de Thérèse Schwartzestraat te Den Haag;27;2597XK;151;Benoordenhout;Haagse Hout;52.09826653398442;4.337580112327584;1
Vereniging Van Eigenaars Zeehelden Midden Gelegen Te 'S-Gravenhage Aan De Witte De Withstraat 89 Tot En Met 117 (Oneven Nummers);27;2518CS;95;Zeeheldenkwartier;Centrum;52.07950632008063;4.293224801859135;3
Vereniging van Eigenaars Marcelisstraat 200-224 en Badhuiskade 100-116 te 's-Gravenhage;27;2586EP;100;Scheveningen;Scheveningen;52.10670119099407;4.2790313943879275;2
Vereniging Van Eigenaars Oudemansstraat 55 T/M 103 En Isingstraat 119 En 119a Te 'S-Gravenhage;27;2522SE;67;Laakkwartier en Spoorwijk;Laak;52.062537253482056;4.325215416245752;3
Vereniging van Eigenaars Koninginnegracht 92, 92 A t/m J te ‘s-Gravenhage;27;2514AK;92B;Archipelbuurt;Centrum;52.09334115378389;4.307438826007097;1
Vereniging Van Eigenaars Koningin Marialaan 6 T/M 60 & Helena- Straat 1/9 (Oneven) Te 'S-Gravenhage;27;2595GB;6;Bezuidenhout;Haagse Hout;52.08566561754282;4.3333002557671305;3
Vereniging van Eigenaars Kaapstraat 114 tot en met 146 (even nummers), Boerenstraat 62, 64 en 66 en Bloemfonteinstraat 117 tot en met 133 (oneven nummers) te 's-Gravenhage;27;2572HM;114;Transvaalkwartier;Centrum;52.0637461571761;4.294958045465767;4
Vereniging Van Eigenaars Boerhaavestraat 97 Tot En Met 167 (Onevennummers).;27;2516GT;115;Laakkwartier en Spoorwijk;Laak;52.06957397480454;4.327660641348619;2
Vereniging van Eigenaren Rembrandtstraat 260 Tot En Met 280 (Even Nummers) En Hobbemastraat 25 Tot En Met 67 (Oneven Nummers);27;2526JE;27;Schildersbuurt;Centrum;52.07011055709309;4.306315410074145;3
VVE 'S-Gravenzandelaan 51 Tot En Met 81 (Oneven Nummers) En Jacobastraat 2,2a,2b En 2c Te 'S-Gravenhage;27;2512JJ;51;Schildersbuurt;Centrum;52.07187393766319;4.298303839225515;3
Vereniging Van Eigenaars Hunzehof Hengelolaan I;27;2545KA;410;Morgenstond;Escamp;52.0480547313135;4.270645090238883;2
Vereniging Van Eigenaars Gebouw Nimbus Gelegen Aan De Athenesingel Te 'S-Gravenhage;27;2548TJ;112;Wateringse Veld;Escamp;52.022902584474274;4.288382703013965;1
Vereniging Van Ondereigenaren Toren A Lage Veld Gelegen Aan De Middenweg Te Wateringen;27;2548VD;128;Wateringse Veld;Escamp;52.020274890340225;4.297935946676842;1
vereniging van eigenaars t hoge veen woontoren D te leidschenveen gemeente s gravenhage;27;2492JS;86;Leidschenveen;Leidschenveen-Ypenburg;52.06429375808676;4.4025030945021255;1
Vereniging Van Eigenaars Hage Hoek Ii;27;2552HK;3;Loosduinen;Loosduinen;52.06154193303461;4.259234641819646;2
Vereniging Van Eigenaren Gebouw Wolweversgaarde 104 T/M 164 (Even) Te 'S-Gravenhage;27;2542AW;124;Bouwlust/Vrederust;Escamp;52.040310895992306;4.270669270652192;2
Vereniging Van Eigenaren V Heutszstr 76 110 En Ijsclubweg 2 18 Te S Gravenhage;27;2593PL;76;Bezuidenhout;Haagse Hout;52.084582810617434;4.348032288236482;2
Vereniging Van Eigenaren Wolweversgaarde 2/96 Te 'S-Gravenhage;27;2542AT;8;Bouwlust/Vrederust;Escamp;52.03965616445292;4.272403238776239;2
Vereniging Van Eigenaars Appartementengebouw Waalsdorperstaete Te 'S-Gravenhage;26;2597KP;419;Benoordenhout;Haagse Hout;52.10551833922183;4.322178196237083;1
Vereniging Van Eigenaars Hoge Prins Willemstraat 222 Te S Gravenhage;26;2584HX;166;Scheveningen;Scheveningen;52.103304242616524;4.2779230403323645;1
Vereniging Van Eigenaars Residence Metropole Aan De Carnegielaan 16 Te 'S-Gravernhage;26;2517KH;24;Zeeheldenkwartier;Centrum;52.085053128793675;4.29386856152692;1
"Vereniging van Eigenaars ""De Reder Het Vervolg"" aan de Dr. Lelykade/Koppelstokstraat te 's-Gravenhage";26;2583CN;158F;Scheveningen;Scheveningen;52.09639626099159;4.268201508584243;2
Vereniging Van Eigenaars Orveltestraat 40 Tot En Met 69 Te S Gravenhage;26;2545KG;42;Morgenstond;Escamp;52.0499292567568;4.271212787224765;1
Vereniging Van Eigenaren Flatgebouw Arendsburg Te 'S-Gravenhage;26;2596EA;102;Benoordenhout;Haagse Hout;52.0940981547486;4.322643986348974;1
Vereniging Van Eigenaars Loosduinse Hoofdstraat 193 Tot En Met 235 (Oneven Nummers )Te 'S-Gravenhage;26;2552AC;193;Loosduinen;Loosduinen;52.05424378619275;4.237762059127972;1
Vereniging Van Eigenaars Rossinilaan 475/531 Te 'S-Gravenhage;26;2551MZ;475;Waldeck;Loosduinen;52.060977987532056;4.243004629548741;1
vereniging van eigenaars duinstrip blok 3;26;2583NM;88;Duindorp;Scheveningen;52.08949763592956;4.254802635384659;3
Vereniging van Eigenaars Jozef Israëlsplein 9 tot en met 34-A;26;2596AT;9;Benoordenhout;Haagse Hout;52.090907405781785;4.318718116403311;1
Vereniging van eigenaars Tasmanstraat 133, 133-A tot en met 133-H, 133-J tot en met 133-N, 135, 135-A tot en met 135-H, 135-J tot en met 135-L te 's-Gravenhage;26;2518VM;133A;Zeeheldenkwartier;Centrum;52.08201605822163;4.292384610494526;1
vereniging van eigenaars sophiahof te s gravenhage;26;2586BB;19D;Scheveningen;Scheveningen;52.10888296362337;4.277964981832521;1
Vereniging Van Eigenaars De Genestetlaan 125 T/M 139 (Oneven) Jonckbloetplein 45 T/M 60, Goeverneurlaan 418 T/M 432 ( Even) Te 'S-Gravenhage;26;2523AT;45;Laakkwartier en Spoorwijk;Laak;52.05814769244854;4.321226846413096;3
Vereniging Van Eigenaars Metskwartier Te 'S-Gravenhage;26;2586HE;77;Scheveningen;Scheveningen;52.10791276836111;4.28606859521277;1
Vereniging Van Eigenaars Kockstraat 209 Tot En Met 235 En Christiaan De Wetstraat 14 Tot En 40 Te S Gravenhage;26;2571TS;14;Transvaalkwartier;Centrum;52.0693090736477;4.287561741938625;2
Vereniging Van Eigenaars Jacob Catsstraat 12 Tot En Met 66 Even;26;2515GM;34;Schildersbuurt;Centrum;52.07083248602396;4.310206808371113;2
Vereniging Van Eigenaars Hoge Zand Praag;26;2512EM;48C;Centrum;Centrum;52.07292767149983;4.307289402544257;1
Vereniging Van Eigenaars Woontoren Praagsingel;26;2548TT;77;Wateringse Veld;Escamp;52.02467226360316;4.295802319761636;1
Vereniging Van Eigenaars Gebouw Hemelwater Athenesingel Te Den Haag;26;2548RK;5;Wateringse Veld;Escamp;52.02333606165561;4.29216520785355;1
Vereniging Van Eigenaars Gebouw Hemelwater, Praagsingel Te Den Haag;26;2548RJ;6;Wateringse Veld;Escamp;52.02392005157475;4.29337229624674;1
Vereniging Van Eigenaars Zilverreiger;26;2492PP;1;Leidschenveen;Leidschenveen-Ypenburg;52.064888942561886;4.417885954341073;1
Vereniging van eigenaars Driebergenstraat 258 tot en met 310 (even nummers) en Bunnikstraat te 's-Gravenhage;26;2546BS;258;Leyenburg;Escamp;52.057967519392115;4.2744228385354655;1
Vereniging Van Eigenaars Vreeswijkstraat 363 Tot En Met 411 Oneven Nummers Te S Gravenhage;26;2546AL;363;Leyenburg;Escamp;52.05769658991286;4.27564063329939;2
Vereniging Van Eigenaars Hage Hoek I;26;2552HK;4;Loosduinen;Loosduinen;52.06145382026923;4.25903332503426;2
Vereniging Van Eigenaars Steve Bikostraat 1/Jan Palachstraat 15/Jan Palachkade 29/Salvador Allendestraat 78 Te S Gravenhage;26;2552NH;53;Loosduinen;Loosduinen;52.060812767525164;4.2567937449228594;2
Vereniging Van Eigenaars Margarethaland Iv Te 'S-Gravenhage;26;2591VC;371;Mariahoeve en Marlot;Haagse Hout;52.0931078566471;4.370112673788768;1
Vereniging Van Eigenaars Appartementencomplex Pexloo Te 'S-Gravenhage Gevestigd Te 'S-Gravenhage;25;2565AG;54F;Bomen- en Bloemenbuurt;Segbroek;52.073961932352375;4.253051856692151;1
vereniging van eigenaars Haagse Grandeur I te 's-Gravenhage;25;2571AL;665C;Valkenboskwartier;Segbroek;52.071070577195925;4.283542813292559;1
Vereniging Van Eigenaars Lubeckstraat 83 T/M 99 (Oneven Nrs.) En Stadhoudersplantsoen 118 T/M 148 (Even Nrs.) Te 'S-Gravenhage;25;2517SH;118;Duinoord;Scheveningen;52.08600075208779;4.277887121511546;3
Vereniging Van Eigenaars Woningen Voormalige Bibliotheek Bilderdijkstraat Te 'S-Gravenhage;25;2513CM;7A;Zeeheldenkwartier;Centrum;52.08025033179903;4.302383513602264;1
Vereniging Van Eigenaren Nirwanaflat Te 'S-Gravenhage;25;2596BE;227;Benoordenhout;Haagse Hout;52.092333762207424;4.329325895296562;1
Vereniging Van Eigenaars Hotel Aan Zee Te 'S-Gravenhage;25;2586AB;44A;Scheveningen;Scheveningen;52.107792852027515;4.273182503831494;2
Vereniging Van Eigenaars Boele Van Hensbroekstraat 55-77 (Oneven) Linnaeusstraat 119-141 (Oneven) Te 'S-Gravenhage;25;2522HK;55;Laakkwartier en Spoorwijk;Laak;52.05868065433408;4.327289150368829;3
"""Vereniging Van Eigenaars ""Abraham Patrasstraat/Hoek Tweede De Carpentierstraat Te 'S-Gravenhage";25;2595RC;10;Bezuidenhout;Haagse Hout;52.083208558999395;4.338841444686019;2
Vereniging van ondereigenaars woningen Scheldestraat/Adriaan Vlacqstraat Eden te  's-Gravenhage;25;2515TG;78;Stationsbuurt;Centrum;52.07586124949744;4.32600376537611;2
Vereniging van Eigenaren Jan Hendrikstraat nummers 50 tot en met 78 (even nummers), Prinsegracht 7, 9 en 11 en Laan 12 tot en met 18 (even nummers);25;2512EW;7H;Centrum;Centrum;52.07572254852922;4.307724845892454;3
Vereniging van Eigenaars Geysterenweg te 's-Gravenhage;25;2531JX;271;Moerwijk;Escamp;52.0461216260152;4.2986508396159335;2
Vereniging van eigenaars lonnekerstraat 10 t/m 62 (even nummrs) te ,s-gravenhage;25;2541TT;10;Morgenstond;Escamp;52.050028242070006;4.2758297421843405;1
Vereniging van Eigenaars Bouwlustlaan 4- 56 (even nummers) te s Gravenhage;25;2544JT;4;Bouwlust/Vrederust;Escamp;52.04517554480058;4.255954745520355;1
